Scene,Character,Line
19,carol,"No, actually, um, we talked about Helen Willick-Bunch."
19,ross,"Well, wait a minute, wha- why is she in the title?"
19,susan,It's my baby too.
19,ross,"Oh, 's'funny, really? Um, I don't remember you making any sperm."
19,susan,"Yeah, and we all know what a challenge that is!"
19,carol,"All right, you two, stop it!"
19,ross,"No no no, she gets a credit, hey, I'm in there too."
19,carol,Ross. You're not actually suggesting Helen Willick-Bunch-Geller? 'Cause I think that borders on child abuse.
19,ross,"Of course not, I'm... suggesting Geller-Willick-Bunch."
19,susan,"Oh, no, nonononono, you see what he's doing? He knows no-one's gonna say all those names, so they'll wind up calling her Geller, then he gets his way!"
19,ross,"My way?! You-you think this is my way? Believe me, of all the ways I ever imagined this moment in my life being, this is not my way- y'know what? Uh, um, this is too hard. I'm not, I can't do-"
19,dr. oberman,Knock knock!How are we today? Any nausea?
19,all,Yeah. Yeah. A little.
19,dr. oberman,"Well, I was just wondering about the mother-to-be, but.. thanks for sharing. Uh, lie back.."
19,ross,"You- uh- y'know what, I'm gonna go. I don't- I don't think I can be involved in this particular thing right now."
19,ross,Oh my God.
19,susan,Look at that.
19,carol,I know.
20,ross,Well? Isn't that amazing?
20,joey,What are we supposed to be seeing here?
20,chandler,"I dunno, but.. I think it's about to attack the Enterprise."
20,phoebe,"You know, if you tilt your head to the left, and relax your eyes, it kinda looks like an old potato."
20,ross,"Then don't do that, alright?"
20,phoebe,Okay!
20,ross,Monica. Whaddya think?
20,monica,Mm-hmm.
20,ross,Wh- are you welling up?
20,monica,No.
20,ross,"You are, you're welling up."
20,monica,Am not!
20,ross,You're gonna be an aunt.
20,monica,Oh shut up!
20,rachel,"Okay, I know it was a cheap shot, but I feel so much better now."
21,phoebe,Hi guys!
21,all,"Hey, Pheebs! Hi!"
21,ross,"Hey. Oh, oh, how'd it go?"
21,phoebe,"Um, not so good. He walked me to the subway and said 'We should do this again!'"
21,all,Ohh. Ouch.
21,rachel,"What? He said 'we should do it again', that's good, right?"
21,monica,"Uh, no. Loosely translated 'We should do this again' means 'You will never see me naked'."
21,rachel,Since when?
21,joey,"Since always. It's like dating language. Y'know, like 'It's not you' means 'It is you'."
21,chandler,Or 'You're such a nice guy' means 'I'm gonna be dating leather-wearing alcoholics and complaining about them to you'.
21,phoebe,"Or, or, y'know, um, 'I think we should see other people' means 'Ha, ha, I already am'."
21,rachel,And everybody knows this?
21,joey,Yeah. Cushions the blow.
21,chandler,"Yeah, it's like when you're a kid, and your parents put your dog to sleep, and they tell you it went off to live on some farm."
21,ross,"That's funny, that, no, because, uh, our parents actually did, uh, send our dog off to live on a farm."
21,monica,"Uh, Ross."
21,ross,"What? Wh- hello? The Millners' farm in Connecticut? The Millners, they had this unbelievable farm, they had horses, and, and rabbits that he could chase and it was- it w- .....Oh my God, Chi Chi!"
22,chandler,"""So how does it feel knowing you're about to die?"""
22,joey,"""Warden, in five minutes my pain will be over. But you'll have to live with the knowledge that you sent an honest man to die."""
22,chandler,"Hey, that was really good!"
22,joey,Thanks! Let's keep going.
22,chandler,"Okay. ""So. Whaddya want from me, Damone, huh?"""
22,joey,"""I just wanna go back to my cell. 'Cause in my cell, I can smoke."""
22,chandler,"""Smoke away."""
22,chandler,I think this is probably why Damone smokes in his cell alone.
22,joey,What?
22,chandler,Relax your hand!
22,chandler,Not so much!
22,joey,Whoah!
22,chandler,Hey!
22,joey,Hey!
22,chandler,"Alright, now try taking a puff."
22,chandler,Alright.. okay. No. Give it to me.
22,joey,"No no no, I am not giving you a cigarette."
22,chandler,"It's fine, it's fine. Look, do you wanna get this part, or not? Here."
22,chandler,"Don't think of it as a cigarette. Think of it as the thing that's been missing from your hand. When you're holding it, you feel right. You feel complete."
22,joey,Y'miss it?
22,chandler,"Nah, not so much. Alright, now we smoke."
22,monica,"No, no, no. They say it's the same as the distance from the tip of a guy's thumb to the tip of his index finger."
22,joey,That's ridiculous!
22,ross,Can I use.. either thumb?
22,rachel,Decaf cappucino for Joey.. Coffee black.. Late.. And an iced tea. I'm getting pretty good at this!
22,all,"Yeah. Yeah, excellent."
22,rachel,Good for me!
22,joey,"Y'okay, Phoebe?"
22,phoebe,"Yeah- no- I'm just- it's, I haven't worked- It's my bank."
22,monica,What did they do to you?
22,phoebe,"It's nothing, it's just- Okay. I'm going through my mail, and I open up their monthly, you know, STATEMENT-"
22,ross,Easy.
22,phoebe,- and there's five hundred extra dollars in my account.
22,chandler,"Oh, Satan's minions at work again..."
22,phoebe,"Yes, 'cause now I have to go down there, and deal with them."
22,joey,What are you talking about? Keep it!
22,phoebe,"It's not mine, I didn't earn it, if I kept it, it would be like stealing."
22,rachel,"Yeah, but if you spent it, it would be like shopping!"
22,phoebe,"Okay. Okay, let's say I bought a really great pair of shoes. Do you know what I'd hear, with every step I took? 'Not-mine. Not-mine. Not-mine.' And even if I was happy, okay, and, and skipping- 'Not-not-mine, not-not-mine, not-not-mine, not-not-mine'..."
22,monica,We're with you. We got it.
22,phoebe,Okay. I'd- just- I'd never be able to enjoy it. It would be like this giant karmic debt.
22,rachel,"Chandler, what are you doing?"
22,monica,Hey. Whaddya doing?
22,all,"Oh! Oh, God!"
22,ross,What is this?!
22,chandler,"I'm smoking. I'm smoking, I'm smoking."
22,phoebe,"Oh, I can't believe you! You've been so good, for three years!"
22,chandler,And this- is my reward!
22,ross,"Hold on a second, alright? Just think about what you went through the last time you quit."
22,chandler,"Okay, so this time I won't quit!"
22,all,Ohhh! Put it out!
22,chandler,"All right! I'm putting it out, I'm putting it out."
22,phoebe,"Oh, no! I- I can't drink this now!"
22,monica,"Alright. I'm gonna go change, I've got a date."
22,rachel,This Alan again? How's it goin'?
22,monica,"'S'going pretty good, y'know? It's nice, and, we're having fun."
22,joey,So when do we get to meet the guy?
22,monica,"Let's see, today's Monday... Never."
22,all,"Oh, come on! Come on!"
22,monica,No. Not after what happened with Steve.
22,chandler,What are you talking about? We love Schhteve! Schhteve was schhexy!.. Sorry.
22,monica,"Look, I don't even know how I feel about him yet. Just give me a chance to figure that out."
22,rachel,"Well, then can we meet him?"
22,monica,Nope. Schhorry.
23,monica,"I mean, why should I let them meet him? I mean, I bring a guy home, and within five minutes they're all over him. I mean, they're like- coyotes, picking off the weak members of the herd."
23,paula,"Listen. As someone who's seen more than her fair share of bad beef, I'll tell you that is not such a terrible thing. I mean, they're your friends, they're just looking out after you."
23,monica,"I know. I just wish that once, I'd bring a guy home that they actually liked."
23,paula,"Well, you do realise the odds of that happening are a little slimmer if they never get to meet the guy.."
24,joey,"Let it go, Ross."
24,ross,"Yeah, well, you didn't know Chi Chi."
24,monica,Do you all promise?
24,all,Yeah! We promise! We'll be good!
24,monica,Chandler? Do you promise to be good?
24,joey,"You can come in, but your filter-tipped little buddy has to stay outside!"
24,ross,"Hey, Pheebs."
24,phoebe,"'Dear Ms. Buffay. Thank you for calling attention to our error. We have credited your account with five hundred dollars. We're sorry for the inconvenience, and hope you'll accept this- -football phone as our free gift.' Do you believe this?! Now I have a thousand dollars, and a football phone!"
24,rachel,What bank is this?
24,monica,Hey. It's him. Who is it?
24,alan,It's Alan.
24,joey,Chandler! He's here!
24,monica,"Okay, please be good, please. Just remember how much you all like me."
24,monica,"Hi. Alan, this is everybody. Everybody, this is Alan."
24,alan,Hi.
24,all,"Hi, Alan."
24,alan,I've heard schho much about all you guyschh!
24,monica,"Okay. Okay, let's let the Alan-bashing begin. Who's gonna take the first shot, hmm?"
24,monica,C'mon!
24,ross,"...I'll go. Let's start with the way he kept picking at- no, I'm sorry, I can't do this, can't do this. We loved him."
24,all,Loved him! Yeah! He's great!
24,monica,Wait a minute! We're talking about someone that I'm going out with?
24,all,Yeah!
24,rachel,And did you notice...?
24,the guys,Yeah.
24,joey,Know what was great? The way his smile was kinda crooked.
24,phoebe,"Yes, yes! Like the man in the shoe!"
24,ross,...What shoe?
24,phoebe,"From the nursery rhyme. 'There was a crooked man, Who had a crooked smile, Who lived in a shoe, For a... while...'"
24,ross,...So I think Alan will become the yardstick against which all future boyfriends will be measured.
24,rachel,"What future boyfriends? Nono, I th- I think this could be, y'know, it."
24,monica,Really!
24,chandler,"Oh, yeah. I'd marry him just for his David Hasselhof impression alone. You know I'm gonna be doing that at parties, right?"
24,ross,"You know what I like most about him, though?"
24,all,What?
24,ross,The way he makes me feel about myself.
24,all,Yeah...
25,monica,Hi.. how was the game?
25,ross,Well..
25,all,WE WON!! Thank you! Yes!
25,monica,Fantastic! I have one question How is that possible?
25,joey,Alan.
25,ross,"He was unbelievable. He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-..."
25,rachel,"I mean, it-it was like, it was like he made us into a team."
25,chandler,"Yep, we sure showed those Hassidic jewellers a thing or two about softball.."
25,monica,Can I ask you guys a question? D'you ever think that Alan is maybe.. sometimes..
25,ross,What?
25,monica,"..I dunno, a little too Alan?"
25,rachel,"Well, no. That's impossible. You can never be too Alan."
25,ross,"Yeah, it's his, uh, innate Alan-ness that-that-that we adore."
25,chandler,I personally could have a gallon of Alan.
26,phoebe,"Hey, Lizzie."
26,lizzie,"Hey, Weird Girl."
26,phoebe,I brought you alphabet soup.
26,lizzie,Did you pick out the vowels?
26,phoebe,"Yes. But I left in the Ys. 'Cause, y'know, ""sometimes y"". Uh, I also have something else for you."
26,lizzie,Saltines?
26,phoebe,"No, but would you like a thousand dollars and a football phone?"
26,lizzie,"What? Oh my God, there's really money in here."
26,phoebe,I know.
26,lizzie,"Weird Girl, what are you doing?"
26,phoebe,"No, I want you to have it. I don't want it."
26,lizzie,"No, no, I ha-I have to give you something."
26,phoebe,"Oh, that's fine, no."
26,lizzie,Would you like my tin-foil hat?
26,phoebe,"No. 'Cause you need that. No, it's okay, thanks."
26,lizzie,"Please, let me do something."
26,phoebe,"Okay, alright, you buy me a soda, and then we're even. Okay?"
26,lizzie,Okay.
26,phoebe,Okay.
28,lizzie,Keep the change. Sure you don't wanna pretzel?
28,phoebe,"No, I'm fine."
28,lizzie,See ya.
28,phoebe,Huh!
29,ross,A thumb?!
29,all,Eww!
29,phoebe,"I know! I know, I opened it up and there it was, just floating in there, like this tiny little hitch-hiker!"
29,chandler,"Well, maybe it's a contest, y'know? Like, collect all five?"
29,phoebe,"Does, um, anyone wanna see?"
29,all,Nooo!
29,all,"Oh, hey, don't do that! Cut it out!"
29,rachel,It's worse than the thumb!
29,chandler,"Hey, this is so unfair!"
29,monica,"Oh, why is it unfair?"
29,chandler,"So I have a flaw! Big deal! Like Joey's constant knuckle-cracking isn't annoying? And Ross, with his over-pronouncing every single word? And Monica, with that snort when she laughs? I mean, what the hell is that thing? ...I accept all those flaws, why can't you accept me for this?"
29,joey,...Does the knuckle-cracking bother everybody?
29,rachel,"Well, I-I could live without it."
29,joey,"Well, is it, like, a little annoying, or is it like when Phoebe chews her hair?"
29,ross,"Oh, now, don't listen to him, Pheebs, I think it's endearing."
29,joey,"Oh, ""you do, do you""?"
29,ross,"You know, there's nothing wrong with speaking correctly."
29,rachel,"""Indeed there isn't""... I should really get back to work."
29,phoebe,"Yeah, 'cause otherwise someone might get what they actually ordered."
29,rachel,"Ohh-ho-hooohhh. The hair comes out, and the gloves come on."
30,monica,Did you ever go out with a guy your friends all really like?
